2018.07.10 08:54:14.696	962
2018.07.10 20:28:31.168	963
2018.07.10 20:45:43.613	964
2018.07.10 21:11:30.623	965
2018.07.10 21:27:53.716	966
2018.07.11 21:28:55.903	967
2018.07.11 21:53:20.084	968
2018.07.11 22:33:48.088	969
2018.07.13 07:55:37.170	970
2018.07.13 21:03:47.491	971
2018.07.13 23:41:51.474	972
2018.07.14 00:46:52.633	976
2018.07.14 01:07:27.557	977
2018.07.14 09:15:24.343	978
2018.07.14 09:25:05.472	979
2018.07.14 09:38:58.960	980
2018.07.14 09:58:32.092	981
2018.07.14 10:22:45.923	982
2018.07.14 10:38:56.863	983
2018.07.14 11:14:24.458	984
2018.07.14 13:40:37.478	985
2018.07.14 13:54:02.669	986
2018.07.14 14:35:09.483	987
2018.07.14 15:02:36.073	988
2018.07.14 15:17:11.398	989
2018.07.14 17:57:38.249	990
2018.07.14 18:48:14.486	991
2018.07.14 19:00:33.829	992
2018.07.14 19:19:08.268	993
2018.07.14 19:38:53.105	994
2018.07.14 22:00:04.016	995
2018.07.15 09:24:16.491	996
2018.07.15 09:52:13.432	997
2018.07.15 10:15:39.910	998
2018.07.15 10:28:16.554	999
2018.07.15 10:45:03.537	1000
2018.07.15 10:58:58.326	1001
2018.07.15 11:36:43.829	1002
2018.07.15 13:04:35.488	1003
2018.07.15 19:28:51.248	1004
2018.07.15 19:37:35.089	1005
2018.07.16 08:27:06.674	1006
2018.07.16 19:50:02.906	1007
2018.07.16 19:55:54.350	1008
2018.07.16 20:05:26.149	1009
2018.07.16 20:13:22.640	1010
2018.07.16 20:24:00.344	1011
2018.07.16 20:39:29.759	1012
2018.07.16 20:47:30.996	1013
2018.07.16 20:56:16.114	1014
2018.07.16 21:05:52.824	1015
2018.07.16 21:16:15.980	1016
2018.07.16 21:26:12.082	1017
2018.07.16 21:37:24.011	1018
2018.07.17 07:22:03.017	1019
2018.07.17 07:43:13.315	1020
2018.07.17 07:58:33.919	1021
2018.07.17 08:12:04.257	1022
2018.07.17 08:29:22.455	1023
2018.07.17 08:49:20.800	1024
2018.07.18 07:32:50.073	1025
2018.07.18 08:05:40.163	1026
2018.07.18 08:22:01.914	1027
2018.07.18 08:55:25.463	1028
2018.07.18 22:01:48.133	1029
2018.07.18 22:24:24.754	1030
2018.07.19 07:48:57.902	1031
2018.07.19 20:48:07.259	1032
2018.07.19 22:14:50.866	1035
2018.07.20 19:49:14.522	1036
2018.07.20 20:49:12.199	1038
2018.07.20 21:03:41.872	1039
2018.07.20 23:17:28.819	1041
2018.07.20 23:32:41.417	1042
